author,birth_date,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Jordan Mackay,,,,,,,False
David Yoon,,,,,,,False
Steven D. Levitt,,,,,,,False
Stephen J. Dubner,,,,,,,False
Sam Harris,,,,,,,True
Carl Paoli,,,,,,,True
Anthony Sherbondy,,,,,,,False
Jonathan Franzen,1959-08-17,,,Literary_fiction,,,True
Emma Donoghue,1969-10-24,Republic of Ireland,,,,,True
Sandra Boynton,1953-04-03,United States,,,,,True
Jay Kopelman,,,,,,,False
Bob Deen,,,,,,,False
Howard Schultz,1953-07-19,United States,,,,,True
Joanne Gordon,,,,,,,False
Shania Twain,,,,,,,True
Kelly Yang,,,,,,,False
R. H. Disney,,,,,,,False
David Cone,1963-01-02,United States,,,,,True
Jack Curry,1964-11-25,United States,,,,,True
Hiromu Arakawa,,,,,,,True
Timothy P. Shriver,,,,,,,False
Nick Horn,,,,,,,False
Jenny Lawson,,,,,,,False
Claire Legrand,,United States,,Young_adult_fiction,,,True
Al Gore,1948-03-31,,,,,,True
Marc Goodman,,,,,,,False
Louise Erdrich,1954-06-07,,,Native_American_Studies,,,True
Elizabeth Briggs,,,,,,,False
Richard Harries,,,,,,,False
Anna Rosling Rönnlund,,,,,,,False
Ray Bradbury,,,,,,,True
Tim Robbins,,,,,,,True
Susan Ericksen,,,,,,,False
Becca Battoe,,,,,,,False
Omid Scobie,,Wales,,,,,True
Carolyn Durand,,,,,,,False
Deborah Schecter,,,,,,,False
Scholastic Teacher Resources,,,,,,,False
Scholastic,,,,,,,False
Ken Forkish,,,,,,,True
Mark Edwards,1963-09-15,United Kingdom,,,,,True
Lysa TerKeurst,1969-07-21,,,,,,True
Del Sroufe,,,,,,,False
Lorelei King,,,,,,,False
Isaac Asimov,,,,,,,True
William Hope,,,,,,,True
Mary Shelley,,,,,,,True
Snoop Dogg,,,,G-Funk; Gangsta_rap; Southern_hip_hop; West_Coast_hip_hop,,,True
Ryan Ford,1982-03-08,,,,,,True
Melissa Lagonegro,,,,,,,False
Heather Land,,,,,,,False
Gabrielle Giffords,,,,,,,False
Mark Kelly,1964-02-21,United States,,,,,True
Jeffrey Zaslow,1958-10-06,,2012-02-10,,,,True
Ally Carter,,,,,,,False
Rufus Butler Seder,,,,,,,False
Christopher Andersen,1949-05-26,,,Biography; Journalism,,,True
Kohske,,,,,,,False
Eric Foner,1943-02-07,,,,,,True
Ken Denmead,,,,,,,False
Vikram Chandra,1961-07-23,,,,,,True
Pittacus Lore,,,,,,,False
Jack Weatherford,,,,,,,True
Jack E. Levin,,,,,,,False
Dar Conley,,,,,,,False
Joel Rose,,,,,,,False
Alé Garza,,,,,,,False
Marc Ostrofsky,1961-10-28,,,Nonfiction,,,True
Laurence J. Kotlikoff,1951-01-30,,,,,,True
Philip Moeller,,,,,,,True
Paul Solman,1944-09-09,,,,,,True
Stuart Diamond,,,,,,,True
Terry McMillan,1953-10-12,,2007-02-02,Country_music,,,True
Allen C. Guelzo,,,,,,,False
Jill Leovy,,,,,,,False
Martin Pistorius,1975-12-31,South Africa,,,,,True
Megan Lloyd Davies,,,,,,,False
Yu Kinutani,,,,,,,False
Rosie Walsh,,,,,,,False
Roger Hobbs,1988-06-10,,2016-11-14,,,,True
Sarah Rees Brennan,,Republic of Ireland,,Young_adult_fiction,,,True
Maureen Johnson,1973-02-16,,,Mystery_fiction; Young_adult_literature,,,True
Kelly Link,1969-07-19,,,Fantasy_literature; Horror_fiction; Magical_realism,,,True
Robin Wasserman,,,,,,,False
Brad Taylor,1997-03-14,Hampshire,,,,,True
Duncan Barrett,1983-01-01,,,,,,True
Nuala Calvi,,,,,,,False
Giada De Laurentiis,1970-08-22,Italy,,,,,True
Morinaga Milk,,,,,,,False
Kim Gordon,,,,,,,False
Kathleen Glasgow,,,,,,,False
Zoe Sugg,1990-03-28,United Kingdom,,,,,True
Rachel Hollis,1983-01-09,,,,,,True
Peggy Orenstein,1961-11-22,,,Non-fiction,,,True
Adam Grant,1981-08-13,United States,,Organizational_psychology,,,True
Bill O'Reilly,1905-12-20,Australia,1992-10-06,,,,True
Lois Lowry,1937-03-20,Territory of Hawaii,,Fantasy,,,True
Laura Arrillaga-Andreessen,,,,,,,True
Kelly Corrigan,1967-08-16,,,Memoir,,,True
Kathleen Grissom,,,,,,,False
Lin-Manuel Miranda,1980-01-16,,,,,,True
Harper Lee,1926-04-28,,2016-02-19,,,,True
Christopher Hitchens,1949-04-13,Hampshire,2011-12-15,,http://dbpedia.org/resource/Gad_Saad; http://dbpedia.org/resource/James_Fenton; http://dbpedia.org/resource/Martin_Amis; http://dbpedia.org/resource/Richard_Dawkins; http://dbpedia.org/resource/Sam_Harris,,True
Christiane Northrup,,,,,,,True
Max Borenstein,,,,,,,False
Greg Borenstein,,,,,,,False
Eric Battle,,,,,,,False
Lawrence Wright,1973-09-06,,,,,,True
Jase Robertson,1969-08-16,,,,,,True
the editors of Garden,,,,,,,False
Gun Magazine,,,,,,,False
Theresa Caputo,1967-06-10,United States,,,,,True
Kristina Grish,,,,,,,False
Elena Favilli,1982-08-03,Italy,,,,,True
Francesca Cavallo,,,,,,,False
Charles G. Koch,,,,,,,False
Christie Aschwanden,,,,,,,True
Rebecca Stead,,,,,,,False
Inio Asano,,,,,,,True
Margaret Wise Brown,1910-05-23,United States,1952-11-13,Children's_literature,,,True
the editors of Goop,,,,,,,False
R. L. Stine,,,,,,,True
Grace Helbig,1985-09-27,,,,,,True
Gabrielle Douglas,1995-12-31,,,,,,True
Lane Smith,1936-04-29,,2005-06-13,,,,True
Gary Sinise,1955-03-17,,,,,,True
Marcus Brotherton,,,,,,,False
Oliver Sacks,1933-07-09,,2015-08-30,,,,True
Alex Hirsch,1985-06-18,United States,,,,,True
Jim Collins,1896-05-29,Australia,1990-10-13,,,,True
Morten T. Hansen,,Norway,,,,,True
David Stockman,1946-11-10,United States,,,,,True
David Sturt,,,,,,,False
Steven Furtick,1980-02-19,,,,,,True
Tony Bedard,,,,,,,False
Fernando Pasarin,,,,,,,False
Tyler Kirkham,,,,,,,False
Kate Milford,,,,,,,False
Joe Brusha,,,,,,,False
Ralph Tedesco,,,,,,,False
Angela Duckworth,,,,,,,True
Tim McGraw,,,,Country_music,,,True
Amely Greeven,,,,,,,False
Bob Rosen,,,,,,,False
Joe Mechlinski,,,,,,,False
Grumpy Cat staff,,,,,,,False
Mary Roach,1959-03-20,,,Humor; Popular_science,,,True
Tohru Fujisawa,,,,,,,False
Mohamedou Ould Slahi,,,,,,,True
Steve Martini,,,,,,,True
Kathryn Lasky,,,,,,,False
Sara Pichelli,,,,,,,False
Dan Abnett,1965-10-12,Lancashire,,,,,True
Andy Lanning,,,,,,,False
Joseph Finder,1958-10-06,,,Crime_fiction; Psychological_thriller,,,True
David Ellis,1939-06-23,,,,,,True
Craig Glenday,,,,,,,False
Nick Offerman,1970-06-26,,,,,,True
Tim Gunn,1953-07-29,,,,,,True
Ada Calhoun,1976-03-17,,,,,,True
Jeff Pearlman,,,,,,,False
Yu Aida,1977-11-08,Japan,,,,,True
Keith Richards,,,,,,,True
Barna Harris,,,,,,,False
Bill Shapiro,,,,,,,False
Richard Chizmar,,,,,,,True
Peter A. Lillback,1952-05-31,,,,,,True
Jennie Allen,,,,,,,False
David Allen,,,,,,,True
Giles Andreae,1966-03-16,United Kingdom,,,,,True
Guy Parker-Rees,,,,,,,False
Avery Bishop,,,,,,,True
Kate Moretti,,,,,,,False
Adam Mansbach,1976-07-01,,,,,,True
Lisa Tawn BergrenLaura J. Bryant,,,,,,,False
Kirby Heyborne,1976-10-08,United States,,,,,True
Pretty Simple Press,,,,,,,False
Alice Schertle,,,,,,,False
Martin Jarvis,1941-08-04,,,,,,True
Rebecca Front,1964-05-16,United Kingdom,,,,,True
Michael Sheen,1969-02-05,Wales,,,,,True
David Tennant,1971-04-18,United Kingdom,,,,,True
Katherine Kingsley,,,,,,,False
Arthur Darvill,1982-06-17,United Kingdom,,,,,True
Peter Forbes,1850-11-23,,1923-03-01,,,,True
Gabrielle Glaister,1960-07-27,Gloucestershire,,,,,True
Louis Davison,,,,,,,False
Pixie Davies,2006-12-09,,,,,,True
Chris Nelson,1985-09-03,,,,,,True
Ferdinand Frisby Williams,,,,,,,False
Adjoa Andoh,1963-01-14,United Kingdom,,,,,True
Allan Corduner,1950-04-02,Sweden,,,,,True
Kobna Holdbrook-Smith,1977-08-23,Ghana,,,,,True
Josh Hopkins,1970-09-12,,,,,,True
Neil GaimanTerry Pratchett,,,,,,,False
Thaneeya McArdle,,,,,,,False
Vex King,,,,,,,False
Susan Walter,,,,,,,False
Kimberly Woods,,,,,,,False
Suzanne Elise Freeman,,,,,,,False
James Anderson Foster,,,,,,,False
Selah Victor,,,,,,,False
Jack Turner,1939-06-05,,2013-05-05,,,,True
Seth Podowitz,,,,,,,False
Tom Lichtenheld,,,,,,,False
Rob Renzetti,,United States,,,,,True
Paige Vanderbeck,,,,,,,False
Jodie Hollie-Anne,,,,,,,False
Q,,,,,,,True
U,,,,,,,True
E,,,,,,,True
S,,,,,,,True
Matthew McConaughey,,,,,,,True
Suzanne Lang,,,,,,,True
Sam McBratney,1943-03-01,United Kingdom,2020-09-18,,,,True
Guinness World Records,,,,,,,True
Helen Macdonald,,,,,,,False
Craig Thompson,,,,,,,True
Donna Brazile,,,,,,,True
Megan Miller,,,,,,,False
Yomi Hirasaka,,Japan,,Light_novel,,,True
Itachi,,,,,,,False
Haruichi Furudate,,,,,,,True
Tieghan Gerard,,,,,,,False
Jeannette Walls,1960-04-21,,,,,,True
Nicholas D. Kristof,,,,,,,False
Sheryl WuDunn,1959-11-16,United States,,,,,True
Anne Lamott,1954-04-10,,,Drama; Humor; Literary_fiction; Reviews,,,True
Alexandra Adornetto,,Australia,,Children's_novels; Fantasy; Young_adult_novels,,,True
Greg Bear,1951-08-20,United States,2022-11-19,Speculative_fiction,,,True
Eric Nguyen,,,,,,,False
Ben Katchor,,,,,,,False
Ali Wentworth,1965-01-12,,,,,,True
Phil Robertson,1946-04-24,,,,,,True
Hillary Rodham Clinton,,,,,,,True
Meredith Wild,,,,,,,False
Jose A. Rodriguez Jr,,,,,,,False
Bill Harlow,1943-12-05,,,,,,True
Kate Beaton,,,,,,,False
Paul Chadwick,,,,,,,True
Jimmy Palmiotti,,,,,,,True
Chad Hardin,,,,,,,False
Brian Sibley,1949-07-14,United Kingdom,,,,,True
Bob McCabe,,,,,,,False
Izabella Wentz,,,,,,,False
Marta Nowosadzka,,,,,,,False
Joshua Williamson,,,,,,,False
Jorge Coelho,1978-10-18,Portugal,,,,,True
Jill Alexander Essbaum,,,,,,,True
David Aja,,,,,,,True
Annie Wu,,,,,,,True
Javier Pulido,,,,,,,False
Dave Asprey,1972-10-30,United States,,,,,True
Jacob Tomsky,,,,,,,False
Kate McKinnon,1984-01-06,United States,,,,,True
Emily Lynne,,,,,,,False
John E. Sarno,1923-06-23,United States,2017-06-22,,,,True
Jonathan Gruber,,,,,,,False
Nick Seluk,,,,,,,False
Kathy E. Magliato,,,,,,,False
Anthony K. Tjan,,,,,,,False
Richard J. Harrington,,,,,,,False
Tsun-Yan Hsieh,,,,,,,False
Todd Burpo,,,,,,,False
Lynn Vincent,,,,,,,True
Todd,,,,,,,True
Sonja Burpo,,,,,,,False
Duncan Fegredo,,,,,,,False
Sophie Blackall,,,,,,,False
Erin Entrada Kelly,,,,,,,True
Kohta Hirano,,,,,,,False
Robert Leckie,1846-10-19,Scotland,,,,,True
Paul Tough,,,,,,,True
Michael Schulman,,,,,,,True
Audrey Niffenegger,1963-06-13,,,,,,True
Richard McGuire,,,,,,,True
Michael Moore,1954-12-04,,,Avant-garde_jazz; Free_improvisation; Free_jazz,,,True
Catherine Anderson,,,,,,,True
Ayaan Hirsi Ali,1969-11-13,Somalia,,,,,True
Oliver North,1943-10-07,United States,,,,,True
Hidekaz Himaruya,,,,,,,False
Paul McCartney,1942-06-18,United Kingdom,,,,,True
Margot Lee Shetterly,1969-06-30,,,,,,True
Ichiei Ishibumi,1981-04-25,Japan,,,,,True
Hiroji Mishima,,,,,,,False
Zero Miyama,,,,,,,False
Daisuke Sato,1994-09-20,,,,,,True
Shouji Sato,,,,,,,False
Tyler Perry,1969-09-13,United States,,,,,True
Tucker Max,1975-09-27,,,,,,True
J. D. Vance,1984-08-02,United States,,,,,True
Justin Timberlake,1981-01-31,,,,,,True
Thomas McKenney,,,,,,,False
James Hall,1971-10-01,United States,,Contemporary_Christian_music; Gospel_music; Traditional_black_gospel; Urban_contemporary_gospel,,,True
Satya Nadella,,,,,,,False
Greg Shaw,1970-02-15,Scotland,,,,,True
Jill Tracie Nichols,,,,,,,False
Kendall Ryan,,,,,,,True
Rochus Misch,,,,,,,True
Tommy Mottola,,,,,,,False
Cal Fussman,,United States,,,,,True
A. W. Jantha,,,,,,,False
Sally Mann,1951-05-01,United States,,,,,True
Ransom Riggs,1979-02-03,United States,,Children's_literature,,,True
Cassandra Jean,1985-10-05,United States,,,,,True
Alessandra Torre,,,,,,,True
David Duchovny,,,,Pop_music; Rock_music,,,True
Ellen DeGeneres,1958-01-26,United States,,Anti-humor; Clean_comedy; Deadpan; Observational_comedy; Satire; Surreal_humor,,,True
Marilynne Robinson,1943-11-26,,,,,,True
Trisha Yearwood,,,,,,,True
Gwen Yearwood,,,,,,,False
Beth Yearwood Bernard,,,,,,,False
Elizabeth Berg,1948-12-02,United States,,,,,True
Julie Andrews,1935-10-01,Surrey,,,,,True
Emma Walton Hamilton,1962-11-27,United Kingdom,,,,,True
Joanna Gaines,,,,,,,False
Yaa Gyasi,,,,,,,True
E. L. Doctorow,,,,,,,False
Heidi Schulz,,,,,,,False
Amanda Berry,1961-08-20,United Kingdom,,,,,True
Gina DeJesus,,,,,,,False
Mary Jordan,1960-11-10,,,,,,True
Kevin Sullivan,1949-10-26,,,,,,True
Joe Hill,,,,,,,True
Doug Stanton,,,,,,,True
Danica McKellar,1975-01-03,US,,,,,True
Jamie Ford,1968-07-09,,,,,,True
Cal Ripken Jr,,,,,,,False
Kevin Cowherd,,,,,,,False
Woody Guthrie,1912-07-14,,1967-10-03,,,,True
Lenny Dykstra,1963-02-10,United States,,,,,True
P. C. Cast,1960-04-30,United States,,,,,True
Kristin Cast,,,,,,,False
Chris Columbus,1958-09-10,,,,,,True
Ned Vizzini,1981-04-04,United States,2013-12-19,Young_adult_fiction,,,True
Daniel Silva,,,,,,,True
Craig Unger,1949-03-25,,,,,,True
Eric Schmidt,1955-04-27,,,,,,True
Jonathan Rosenberg,1973-11-27,United States,,,,,True
Regis Philbin,1931-08-25,United States,2020-07-25,,,,True
Jordan Ellenberg,1971-10-30,United States,,,,,True
Michael Greger,1972-10-25,,,,,,True
Tad Hills,1963-04-01,,,,,,True
Sally Hogshead,,,,,,,True
Randall Munroe,,,,,,,False
Jean Reagan,,,,,,,False
Lilly Singh,1988-09-26,,,,,,True
Sy Montgomery,1958-02-07,,,,,,True
Caitlin Moran,1975-04-05,United Kingdom,,,,,True
Baratunde Thurston,,,,,,,False
Eleanor Davis,,,,,,,False
Anne Berest,1979-09-15,France,,,,,True
Audrey Diwan,,,,,,,True
Caroline de Maigret,1975-02-18,France,,,,,True
Sophie Mas,,,,,,,False
Zac Bissonnette,,,,,,,False
Adam Wallace,,,,,,,True
Andy Elkerton,,,,,,,False
Ray Kurzweil,1948-02-12,,,,,,True
Frank Ahearn,,,,,,,False
Eileen Horan,,,,,,,False
Adriana Mather,,,,,,,True
Jane Bryant Quinn,,,,,,,True
Charla Krupp,,,,,,,False
Julie Lythcott-Haims,,Nigeria,,,,,True
Thomas C. Foster,,,,,,,False
Tristan Gooley,,,,,,,False
Stan Hinden,,,,,,,False
The Skimm,,,,,,,False
Adele Faber,1928-01-12,United States,,Parenting,,,True
Elaine Mazlish,,,,,,,False
Fábio Moon,,,,,,,False
Gabriel Bá,,,,,,,False
Matthew Inman,,,,,,,False
the staff of Potter Style,,,,,,,False
Cressida Cowell,1966-04-15,United Kingdom,,,,,True
Katherine Center,1972-03-04,United States,,,,,True
Steven Johnson,1968-06-06,,,,,,True
Clayton M. Christensen,,,,,,,False
James Allworth,,,,,,,False
Karen Dillon,,,,,,,False
Howard Stern,1954-01-12,United States,,,,,True
Laurelin Paige,,,,,,,False
Brandon Stanton,1984-03-01,United States,,,,,True
Jill Dembowski,,,,,,,False
Lynsay Sands,,,,Paranormal_romance; Romance_novel,,,True
Lisa Lillien,1965-12-31,United States,,,,,True
Kerri Maniscalco,,,,,,,False
Charles Todd,1868-05-28,United Kingdom,1942-08-21,,,,True
Neil Patel,,United Kingdom,,,,,True
Patrick Vlaskovits,,,,,,,True
Jonas Koffler,,,,,,,False
Allie Brosh,1985-05-18,United States,,,,,True
Vashti Harrison,,,,,,,True
Jeremy McCarter,,,,,,,False
Mariska Hargitay,1964-01-23,,,,,,True
Maggie O'Farrell,1972-05-27,Northern Ireland,,,,,True
Ell Potter,,,,,,,False
Jim Dale,1935-08-15,Northamptonshire,,,,,True
Stephen Fry,1957-08-24,English cricket team,,,,,True
Minalima,,,,,,,False
Gary Paulsen,1939-05-17,,2021-10-13,Adventure_novel; Young_adult_fiction,,,True
Peter Coyote,,,,,,,False
Angela Goethals,,United States,,,,,True
Pierre Alex Jeanty,,,,,,,False
Robert Dugoni,,,,,,,False
Emily Sutton-Smith,,,,,,,False
Teresa Driscoll,,,,,,,False
Elizabeth Knowelden,,,,,,,False
Steve West,1943-05-21,Canada,,,,,True
Robert Kolker,,,,,,,True
Tiffany Jenkins,,,,,,,True
J. D. Vance (Narrator,,,,,,,False
Mrs Hinch,,,,,,,False
Philip Pullman,1946-10-19,United Kingdom,,Fantasy_fiction,,,True
Louis Sachar,1954-03-20,United States,,Children's_fiction,,,True
Kerry Beyer,,,,,,,False
Rupi Kaur,1992-10-04,India,,,,,True
HARARI YUVAL NOAH,,,,,,,False
Mary Ellen Taylor,,,,,,,False
Megan Tusing,,,,,,,False
T. J. Klune,,,,,,,False
Greger,,,,,,,False
Michael Greger . Gene Stone,,,,,,,False
Ibram X. Kendi,1982-08-13,,,,,,True
Walter Matthau,1920-10-01,United States,2000-07-01,,,,True
Lee Wildish,,,,,,,False
Andrew Aziz,,,,,,,False
Kevin Foley,1960-09-25,,,,,,True
A,,,,Dance-pop; K-pop,,,True
Chris Abell,,,,,,,False
Dan Green,,,,,,,True
Catherine V. Holmes,,,,,,,False
Dale Carnegie,1888-11-24,United States,1955-11-01,,,,True
Andrew MacMillan,,,,,,,False
Katie Stokes,,,,,,,False
Kengo Hanazawa,,,,,,,True
Grace Byers,,,,,,,False
Susan Verde,,,,,,,False
Malala Yousafzai,1997-07-12,Pakistan,,,,,True
Christina Lamb,1965-05-15,,,,,,True
Patricia McCormick,1929-11-18,,2013-03-26,,,,True
James Baldwin,1971-07-15,,,,,,True
Erika L. Sánchez,,,,,,,False
Ozzy Osbourne,1948-12-03,Warwickshire,,,,,True
Chris Ayres,,,,,,,False
Carol Leonnig,,,,,,,False
Philip Rucker,,,,,,,False
Hopscotch Girls,,,,,,,False
Terry Hayes,1958-08-16,,,,,,True
Christopher Ragland,1984-06-18,,,,,,True
Caroline Jayne Church,,,,,,,False
Michael Oher,,,,,,,True
Kevin Hart,1927-04-21,,2016-10-06,,,,True
Neil Strauss,,United States,,,,,True
Francesco Marciuliano,,,,,,,True
Bilquis Sheikh,,,,,,,False
Richard H. Schneider,,,,,,,False
Courtney Robertson,,,,,,,False
Deb Baer,,,,,,,False
Debbie Levy,,,,,,,False
Ray Lewis,,,,,,,True
Laurie Hernandez,2000-06-09,United States,,,,,True
The Betches,,,,,,,False
Shane Dawson,1993-09-09,Canada,,,,,True
Charles Brandt,,,,,,,True
Barry Lyga,1971-09-11,,,Young_adult_fiction,,,True
Maya Angelou,,,,,,,False
Ken Langone,1935-09-16,United States,,,,,True
Amelia Hepworth,,,,,,,False
Sandra Magsamen,1959-08-22,,,,,,True
Illustrator),,,,,,,False
Parragon Books,,,,,,,True
Martin Short,1943-09-22,United Kingdom,2020-08-27,,,,True
David Kamp,,,,,,,False
Dawn McMillan,,,,,,,False
Hoda Kotb,1964-08-09,United States,,,,,True
Jane Lorenzini,,,,,,,False
Jen Lancaster,,,,,,,False
Nora Ephron,1941-05-19,United States,2012-06-26,,,,True
Julia Glass,1956-03-23,,,,,,True
Scott Adams,,,,,,,True
Fannie Flagg,1944-09-21,United States,,,,,True
Justin Halpern,1980-09-03,,,,,,True
Lauren Tarshis,,,,,,,False
Jon Klassen,1981-11-29,,,Animation; Children's_literature,,,True
Gayle Forman,1970-06-05,,,Children's_books; Novel; Young_adult_fiction,,,True
Erich Kempka,,,,,,,True
Ramit Sethi,,,,,,,False
M. H. Clark,,,,,,,False
Nancy Tillman,,,,,,,False
Michelle McNamara,1970-04-14,United States,2016-04-21,,,,True
Jandy Nelson,1965-11-25,,,Children's_books; Novels; Teenager,,,True
Grace Jones as told to Paul Morley,,,,,,,False
Wally Lamb,1950-10-17,,,,,,True
Luvvie Ajayi,,,,,,,False
Tig Notaro,1971-03-24,United States,,Observational_comedy,,,True
Chris Harris,,,,,,,True
Keith Hernandez,1953-10-20,,,,,,True
Shirley MacLaine,,,,,,,False
Maria Shriver,,,,,,,False
Mandy Hale,,,,,,,False
Suzie Mason,,,,,,,False
George Beahm,,,,,,,False
Joshua Hale Fialkov,,,,,,,True
Andrea Sorrentino,,,,,,,True
Sara Raasch,1989-08-26,United States,,Fantasy; Young-adult_literature,,,True
Paul Allen,1966-01-06,,,,,,True
Scott Turow,1949-04-12,United States,,Fiction; Legal_thrillers,,,True
Laura Nowlin,,,,,,,False
Chris Van Dusen,,,,,,,True
Gregg Olsen,1959-03-05,,,Thriller_(genre); True_crime,,,True
Betty White,1922-01-17,United States,2021-12-31,,,,True
Laura Numeroff,1953-07-14,United States,,,,,True
Heather Lende,,,,,,,False
Courtney Cole,,,,,,,False
Heather Dixon,,,,,,,False
Jonah Lehrer,1981-06-25,United States,,,,,True
John Burke,,,,Film_score; Jazz; New-age_music,,,True
Neal Katyal,1970-03-12,United States,,,,,True
Sam Koppelman,,,,,,,False
Jeff Ashton,,,,,,,False
Bret Easton Ellis,1964-03-07,United States,,Black_comedy; Satire; Transgressive_fiction,,,True
Kiki Thorpe,,,,,,,False
Ruth Ware,,,,,,,False
John Donvan,,,,,,,True
Caren Zucker,,,,,,,False
Fareed Zakaria,1964-01-20,India,,,,,True
Corine Sombrun,,,,,,,False
Harlyn Geronimo,,,,,,,False
Ridley Pearson,1953-03-13,,,,,,True
Jhumpa Lahiri,1967-07-11,United Kingdom,,Novel; Postcolonial; Short_story,,,True
Peter Matthiessen,,,,,,,False
Sally Field,1946-11-06,,,,,,True
Cory Doctorow,1971-07-17,Canada,,Postcyberpunk; Science_fiction,,,True
Jen Wang,,,,,,,False
Marcel Proust  and,,,,,,,False
Carol Burnett,1933-04-26,United States,,,,,True
Mark Helprin,1947-06-28,United States,,,,,True
Michael Waltrip,,,,,,,True
Ellis Henican,1958-10-09,United States,,,,,True
Jack Kir,,,,,,,False
Hampton Sides,,,,American_history; History; Nonfiction,,,True
Christophe Blain,,,,,,,False
Neil White,,,,,,,True
Judy Blume,1938-02-12,United States,,Children's_books; Realism_(arts),,,True
Ethan Hawke,1970-11-06,,,,,,True
Greg Ruth,,,,,,,False
Kathleen DuVal,,,,,,,False
Sara Vladic,,,,,,,False
Philip Roth,1930-07-06,United States,2002-07-15,,,,True
James Robison,1943-10-09,United States,,,,,True
Jay W. Richards,,,,,,,True
Dan Brown,1925-08-26,United States,1995-06-17,,,,True
Jim Starlin,,,,,,,True
Christopher Paolini,1983-11-17,United States,,Fantasy; Science_fiction,,,True
Tom Taylor,1889-07-26,,1966-07-21,,,,True
Bruno Redondo,,,,,,,False
Mike S. Miller,,,,,,,False
Brian Buccellato,,,,,,,False
Jheremy Raapack,,,,,,,False
Tom Derenick,,,,,,,False
Sadhguru,1957-09-03,India,,,,,True
Demi Moore,1962-11-11,United States,,,,,True
Thanhha Lai,1965-01-01,Vietnam,,,,,True
Bob Klapisch,,,,,,,False
Paul Solotaroff,,,,,,,False
Lisa Genova,1970-11-22,,,Literary_fiction,,,True
Samira Ahmed,1968-06-15,United Kingdom,,,,,True
David Ezra Stein,,,,,,,False
Ashley Marie Witter,,,,,,,False
Martin Dugard,1961-06-01,United States,,,,,True
Dakota Meyer,,,,,,,True
Paula Hawkins,1972-08-26,Rhodesia,,,,,True
Jon Krakauer,1954-04-12,,,,,,True
Cocoa Fujiwara,1983-04-28,Japan,2015-03-31,,,,True
Rumiko Takahashi,1957-10-10,Japan,,,,,True
Brian F. Martin,,,,,,,False
Robert Kirkman,,,,,,,True
Ryan Ottley,,,,,,,False
John Hart,1948-07-21,United States,,,,,True
David Michelinie,,,,,,,True
Peter Krause,,,,,,,True
Mindy Kaling,,,,,,,False
Fujino Omori,,,,,,,False
Kunieda,,,,,,,False
Suzuhito Yasuda,,,,,,,True
Shinichi Kimura,,,,,,,False
Sacchi,,,,,,,False
Michael Weiss,1981-01-17,Austria,,,,,True
Hassan Hassan,,Syria,,,,,True
Junot Díaz,1968-12-31,Dominican Republic,,,,,True
Joseph Kanon,,United States,,,,,True
Joseph Fink,,,,,,,False
Jeffrey Cranor,,,,,,,False
Laurie Notaro,,,,,,,False
Dallas,,,,,,,True
Andie Mitchell,,,,,,,False
Colin Powell,,,,,,,True
Tony Koltz,,,,,,,False
Willie Nelson,1987-04-20,United States,,,,,True
David Ritz,1943-12-02,United States,,,,,True
Gwyneth Paltrow,1972-09-27,,,,,,True
Thea Baumann,,,,,,,False
Julia Turshen,,,,,,,True
David Shannon,1963-08-29,,,,,,True
David Cay Johnston,1948-12-24,United States,,,,,True
Rob "Gronk" Gronkowski,,,,,,,False
